Video ID,PhraseEmoji
2020-0228-150133-032000,"[{""phrase"": ""cars and trucks driving down street"", ""emoji"": '🚚'}, {""phrase"": ""people navigating sidewalks"", ""emoji"": '🚶'}, {""phrase"": ""trees lining city street"", ""emoji"": '🌳'}, {""phrase"": ""vehicles driving in front of buildings"", ""emoji"": '🏢'}, {""phrase"": ""pedestrians walking on city sidewalk"", ""emoji"": '🚶'}]"
2020-0225-102455-052048,"[{""phrase"": ""van driving on right side"", ""emoji"": 🚐}, {""phrase"": ""car driving on left side"", ""emoji"": 🚗}, {""phrase"": ""pedestrians walking on city street"", ""emoji"": 👥}, {""phrase"": ""trees lining city street"", ""emoji"": 🌳}, {""phrase"": ""vehicles driving past buildings"", ""emoji"": 🏢}]"
titan-clip_259_000204,"[{""phrase"": ""motorcycle moving on city street"", ""emoji"": '🛣️'}, {""phrase"": ""car and motorcycle passing on street"", ""emoji"": '🚗'}, {""phrase"": ""pedestrians walking on urban sidewalk"", ""emoji"": '🚶‍♀️'}, {""phrase"": ""cars parked on busy city street"", ""emoji"": '🚗'}, {""phrase"": ""motorcycle and car moving in opposite directions"", ""emoji"": '🛣️'}]"
2020-0203-114632-028751,"[{""phrase"": ""cars and truck moving on city street"", ""emoji"": ""🚚""}, {""phrase"": ""pedestrians walking on urban street"", ""emoji"": ""🚶""}, {""phrase"": ""vehicles moving on city road"", ""emoji"": ""🚗""}, {""phrase"": ""people walking near city buildings"", ""emoji"": ""🏢""}, {""phrase"": ""cars and truck on busy city street"", ""emoji"": ""🚌""}]"
2020-0213-143552-055869,"[{""phrase"": ""truck driving under bridge"", ""emoji"": ""🚚""}, {""phrase"": ""truck passing other vehicles"", ""emoji"": ""🚗""}, {""phrase"": ""truck driving down city street"", ""emoji"": ""🚚""}, {""phrase"": ""cars and truck on city street"", ""emoji"": ""🚗""}, {""phrase"": ""truck surrounded by urban buildings"", ""emoji"": ""🏙️""}]"
2020-0220-102630-122948,"[{""phrase"": ""cars and trucks moving on road"", ""emoji"": 🚚}, {""phrase"": ""vehicles passing pedestrian bridge"", ""emoji"": 🌉}, {""phrase"": ""traffic in Osaka City street"", ""emoji"": 🚗}, {""phrase"": ""trucks driving on Japanese street"", ""emoji"": 🚚}, {""phrase"": ""cars driving under pedestrian bridge"", ""emoji"": 🌉}]"
titan-clip_1005_000012,"[{""phrase"": ""people walking on sidewalk"", ""emoji"": ""🚶""}, {""phrase"": ""pedestrians carrying handbags"", ""emoji"": ""👜""}, {""phrase"": ""shops lining city street"", ""emoji"": ""🏢""}, {""phrase"": ""individuals walking in commercial area"", ""emoji"": ""🚶""}, {""phrase"": ""buildings surrounding city street"", ""emoji"": ""🏙️""}]"
2020-0220-102630-049566,"[{""phrase"": ""vehicles moving on city street"", ""emoji"": 🚗}, {""phrase"": ""cars and trucks navigating city roads"", ""emoji"": 🚌}, {""phrase"": ""motorcycle driving on urban street"", ""emoji"": 🛣️}, {""phrase"": ""city street lined with buildings and vehicles"", ""emoji"": 🏙️}, {""phrase"": ""cars and trucks driving in same direction"", ""emoji"": ➡️}]"
2020-0228-150133-053739,"[{""phrase"": ""cars driving down city street"", ""emoji"": 🚗}, {""phrase"": ""pedestrians walking on urban street"", ""emoji"": 👥}, {""phrase"": ""diverse vehicles on city road"", ""emoji"": 🚌}, {""phrase"": ""drivers navigating Chinese traffic signs"", ""emoji"": 🚦}, {""phrase"": ""people walking on busy commercial street"", ""emoji"": 🚶}]"
titan-clip_775_000492,"[{""phrase"": ""car parked on urban street"", ""emoji"": ""🚗""}, {""phrase"": ""people walking on city sidewalk"", ""emoji"": ""🚶‍♀️""}, {""phrase"": ""vehicles parked along curb"", ""emoji"": ""🛻️""}, {""phrase"": ""driver running errand in city"", ""emoji"": ""🏃‍♂️""}, {""phrase"": ""pedestrians walking past shops"", ""emoji"": ""🛍️""}]"
2020-0212-102546-019269,"[{""phrase"": ""cars and trucks in motion"", ""emoji"": '🚚'}, {""phrase"": ""pedestrians crossing the street"", ""emoji"": '🚶‍♂️'}, {""phrase"": ""people walking on sidewalks"", ""emoji"": '🚶‍♀️'}, {""phrase"": ""vehicles navigating urban environment"", ""emoji"": '🚗'}, {""phrase"": ""traffic lights regulating traffic"", ""emoji"": '🚦'}]"
titan-clip_712_000534,"[{""phrase"": ""man and woman crossing city street"", ""emoji"": '🚶‍♂️'}, {""phrase"": ""people carrying handbags walking on street"", ""emoji"": '👜'}, {""phrase"": ""vehicles passing by city crosswalk"", ""emoji"": '🚌'}, {""phrase"": ""man and woman navigating city traffic"", ""emoji"": '🚗'}, {""phrase"": ""couple crossing street with bus in background"", ""emoji"": '🚌'}]"
2020-0205-152530-029688,"[{""phrase"": ""cars and trucks passing through intersection"", ""emoji"": '🚚'}, {""phrase"": ""pedestrians walking on city sidewalk"", ""emoji"": '🚶‍♀️'}, {""phrase"": ""vehicles and pedestrians in urban environment"", ""emoji"": '🏙️'}, {""phrase"": ""people carrying handbags on city street"", ""emoji"": '👜'}, {""phrase"": ""cars driving past large building downtown"", ""emoji"": '🏢'}]"
2020-0129-105040-042441,"[{""phrase"": ""vehicles driving on highway"", ""emoji"": '🚗'}, {""phrase"": ""truck driving on right side road"", ""emoji"": '🚚'}, {""phrase"": ""bus driving on left side road"", ""emoji"": '🚌'}, {""phrase"": ""cars and trucks moving under overpass"", ""emoji"": '🌉'}, {""phrase"": ""trees and buildings near highway"", ""emoji"": '🌳'}]"
2020-0213-143552-068328,"[{""phrase"": ""large truck parked on side road"", ""emoji"": ""🚚""}, {""phrase"": ""truck with TRANS branding on road"", ""emoji"": ""🚚""}, {""phrase"": ""car and truck near building"", ""emoji"": ""🏢""}, {""phrase"": ""vehicles near TRANS sign building"", ""emoji"": ""🏢""}, {""phrase"": ""truck with NO 1545 license plate"", ""emoji"": ""📈""}]"
titan-clip_1367_000012,"[{""phrase"": ""woman crossing street at crosswalk"", ""emoji"": '🚶‍♀️'}, {""phrase"": ""people and vehicles navigating urban landscape"", ""emoji"": '🚗'}, {""phrase"": ""pedestrians and cars on city street"", ""emoji"": '🚗'}, {""phrase"": ""woman in black dress walking on city street"", ""emoji"": '👗'}, {""phrase"": ""bus and parked cars on city street"", ""emoji"": '🚌'}]"
2020-0212-102546-012132,"[{""phrase"": ""truck parked in front of office building"", ""emoji"": '🚚'}, {""phrase"": ""white truck with water droplet logo"", ""emoji"": '💧'}, {""phrase"": ""large truck on busy city street"", ""emoji"": '🚚'}, {""phrase"": ""truck with logo parked in urban area"", ""emoji"": '🏙️'}, {""phrase"": ""water transportation truck in city"", ""emoji"": '💧'}]"
2020-0221-115122-024667,"[{""phrase"": ""vehicles and pedestrians moving in different directions"", ""emoji"": 🚗}, {""phrase"": ""cars and motorcycle in motion on city street"", ""emoji"": 🛣️}, {""phrase"": ""pedestrians carrying handbags on city sidewalk"", ""emoji"": 👜}, {""phrase"": ""vehicles and pedestrians under large overpass"", ""emoji"": 🌉}, {""phrase"": ""people and vehicles in densely populated urban environment"", ""emoji"": 🏙️}]"
2020-0210-155354-040650,"[{""phrase"": ""car driving down city street"", ""emoji"": ""🚗""}, {""phrase"": ""car moving through urban environment"", ""emoji"": ""🌆""}, {""phrase"": ""silver car on city street"", ""emoji"": ""🚗""}, {""phrase"": ""trees lining city street"", ""emoji"": ""🌳""}, {""phrase"": ""car driving past buildings"", ""emoji"": ""🏢""}]"
2020-0207-101955-017021,"[{""phrase"": ""van driving on right side"", ""emoji"": '🚐'}, {""phrase"": ""cars and trucks on city street"", ""emoji"": '🚚'}, {""phrase"": ""pedestrians navigating city landscape"", ""emoji"": '🚶‍♂️'}, {""phrase"": ""black car driving on left side"", ""emoji"": '🚗'}, {""phrase"": ""vehicles navigating urban environment"", ""emoji"": '🛣️'}]"
2020-0228-102841-061411,"[{""phrase"": ""cars driving down city street"", ""emoji"": '🚗'}, {""phrase"": ""vehicles moving on urban road"", ""emoji"": '🚌'}, {""phrase"": ""city traffic with personal vehicles"", ""emoji"": '🚗'}, {""phrase"": ""cars driving on busy street"", ""emoji"": '🚗'}, {""phrase"": ""commercial vehicles on city street"", ""emoji"": '🚚'}]"
2020-0227-104226-002694,"[{""phrase"": ""vehicles driving on city street"", ""emoji"": 🚗}, {""phrase"": ""people walking on city sidewalk"", ""emoji"": 👣}, {""phrase"": ""cars and trucks on busy road"", ""emoji"": 🚚}, {""phrase"": ""white SUV driving on right side"", ""emoji"": 🚗}, {""phrase"": ""pedestrians on city street with buildings"", ""emoji"": 🏙️}]"
2020-0227-153144-039520,"[{""phrase"": ""van driving on right side of road"", ""emoji"": 🚐}, {""phrase"": ""car moving on left side of road"", ""emoji"": 🚗}, {""phrase"": ""pedestrians walking in urban setting"", ""emoji"": 🚶}, {""phrase"": ""vehicles sharing road with pedestrians"", ""emoji"": 🚗}, {""phrase"": ""cars and van in city traffic"", ""emoji"": 🚗}]"
titan-clip_991_000306,"[{""phrase"": ""bicycles parked on street"", ""emoji"": '🚴'}, {""phrase"": ""people walking on narrow street"", ""emoji"": '🚶'}, {""phrase"": ""plants placed on street"", ""emoji"": '🌱'}, {""phrase"": ""traditional buildings lined street"", ""emoji"": '🏠'}, {""phrase"": ""pedestrians walking on quiet street"", ""emoji"": '🚶'}]"
2020-0129-105040-100021,"[{""phrase"": ""van driving down city street"", ""emoji"": ""🚐""}, {""phrase"": ""cars parked along city street"", ""emoji"": ""🚗""}, {""phrase"": ""trees lining city street"", ""emoji"": ""🌳""}, {""phrase"": ""pedestrian on city sidewalk"", ""emoji"": ""🚶""}, {""phrase"": ""vehicles and pedestrians in city"", ""emoji"": ""🚗""}]"
2020-0226-140503-026153,"[{""phrase"": ""pedestrians and vehicles on city street"", ""emoji"": 🚗}, {""phrase"": ""people walking and standing on sidewalk"", ""emoji"": 👣}, {""phrase"": ""cars and truck on urban road"", ""emoji"": 🚌}, {""phrase"": ""traffic lights at city crosswalk"", ""emoji"": ⚠️}, {""phrase"": ""buildings lining city street scene"", ""emoji"": 🏙️}]"
2020-0220-151845-041372,"[{""phrase"": ""large truck carrying load under overpass"", ""emoji"": 🚚}, {""phrase"": ""truck driving under city overpass"", ""emoji"": 🌉}, {""phrase"": ""cars and buses on city street"", ""emoji"": 🚌}, {""phrase"": ""covered load on truck in city"", ""emoji"": 📦}, {""phrase"": ""truck driving in urban setting"", ""emoji"": 🏙️}]"
2020-0225-102455-007558,"[{""phrase"": ""truck driving down busy street"", ""emoji"": '🚚'}, {""phrase"": ""cars and motorcycle on highway"", ""emoji"": '🚗'}, {""phrase"": ""truck transporting goods on city road"", ""emoji"": '🚚'}, {""phrase"": ""buildings with Japanese signs on street"", ""emoji"": '🏢'}, {""phrase"": ""vehicles moving on main road in Japan"", ""emoji"": '🚗'}]"
titan-clip_863_000108,"[{""phrase"": ""motorcycle parked on street"", ""emoji"": '🚲'}, {""phrase"": ""bicycle leaning against street sign"", ""emoji"": '🚴'}, {""phrase"": ""car driving down city street"", ""emoji"": '🚗'}, {""phrase"": ""truck parked on city street"", ""emoji"": '🚚'}, {""phrase"": ""pedestrians walking on sidewalk"", ""emoji"": '🚶'}]"
2020-0225-102455-032421,"[{""phrase"": ""cars and buses on one-way street"", ""emoji"": 🚌}, {""phrase"": ""people walking on city sidewalk"", ""emoji"": 👣}, {""phrase"": ""tall buildings with large windows"", ""emoji"": 🏢}, {""phrase"": ""pedestrians carrying handbags on street"", ""emoji"": 👜}, {""phrase"": ""vehicles moving in same direction"", ""emoji"": 🚗}]"
2020-0225-145150-014268,"[{""phrase"": ""silver minivan parked on city street"", ""emoji"": '🚗'}, {""phrase"": ""minivan with roof rack on urban road"", ""emoji"": '🚚'}, {""phrase"": ""vehicles parked near traffic lights"", ""emoji"": '🚦'}, {""phrase"": ""minivan with license plate GRAND"", ""emoji"": '📋'}, {""phrase"": ""city street with pedestrian crossing"", ""emoji"": '🚶‍♀️'}]"
2020-0203-114632-062542,"[{""phrase"": ""cars and trucks moving along road"", ""emoji"": '🚚'}, {""phrase"": ""vehicles moving on city street"", ""emoji"": '🚗'}, {""phrase"": ""trees lining city street"", ""emoji"": '🌳'}, {""phrase"": ""tall buildings in urban environment"", ""emoji"": '🏙️'}, {""phrase"": ""vehicles passing by urban architecture"", ""emoji"": '🚗'}]"
2020-0227-104226-005241,"[{""phrase"": ""cars driving down city street"", ""emoji"": 🚗}, {""phrase"": ""people walking on city sidewalk"", ""emoji"": 👥}, {""phrase"": ""taxis driving in city traffic"", ""emoji"": 🚕}, {""phrase"": ""cars moving through urban environment"", ""emoji"": 🚗}, {""phrase"": ""vehicles surrounded by pedestrians"", ""emoji"": 🚶}]"
2020-0129-105040-066913,"[{""phrase"": ""van and car driving down street"", ""emoji"": 🚗}, {""phrase"": ""pedestrians walking on city street"", ""emoji"": 👣}, {""phrase"": ""vehicles and pedestrians on city street"", ""emoji"": 🚗}, {""phrase"": ""van driving past city buildings"", ""emoji"": 🏢}, {""phrase"": ""car driving on sunny city street"", ""emoji"": ☀️}]"
2020-0129-105040-039988,"[{""phrase"": ""large truck driving under overpass"", ""emoji"": ""🚚""}, {""phrase"": ""truck moving on multi-lane highway"", ""emoji"": ""🚗""}, {""phrase"": ""truck occupying right lane on highway"", ""emoji"": ""🚚""}, {""phrase"": ""truck driving with clear sky background"", ""emoji"": ""☁️""}, {""phrase"": ""truck positioned in center of highway"", ""emoji"": ""🚚""}]"
titan-clip_1016_000186,"[{""phrase"": ""cars moving on urban road"", ""emoji"": 🚗}, {""phrase"": ""stationary car on city street"", ""emoji"": 🚗}, {""phrase"": ""trees lining city street"", ""emoji"": 🌳}, {""phrase"": ""cars passing modern buildings"", ""emoji"": 🏢}, {""phrase"": ""city street with moving vehicles"", ""emoji"": 🚗}]"
2020-0228-102841-084008,"[{""phrase"": ""cars turning at intersection"", ""emoji"": '🚗'}, {""phrase"": ""truck and bus on city street"", ""emoji"": '🚌'}, {""phrase"": ""pedestrians and cars on urban street"", ""emoji"": '🚶‍♀️'}, {""phrase"": ""cars driving on city street with traffic lights"", ""emoji"": '🚦'}, {""phrase"": ""people walking on sidewalk with buildings"", ""emoji"": '🏢'}]"
titan-clip_1033_000492,"[{""phrase"": ""person holding sign on street"", ""emoji"": '📣'}, {""phrase"": ""individual in vest observing scene"", ""emoji"": '👀'}, {""phrase"": ""trucks parked on narrow street"", ""emoji"": '🚚'}, {""phrase"": ""person standing on sidewalk with vehicles"", ""emoji"": '🚗'}, {""phrase"": ""traditional buildings with tiled roofs"", ""emoji"": '🏠'}]"
2020-0207-151349-001056,"[{""phrase"": ""silver car navigating through traffic"", ""emoji"": '🚗'}, {""phrase"": ""driver navigating through urban environment"", ""emoji"": '🚗'}, {""phrase"": ""pedestrians walking on city street"", ""emoji"": '🚶‍♂️'}, {""phrase"": ""truck and bus in city traffic"", ""emoji"": '🚌'}, {""phrase"": ""car moving past traffic lights"", ""emoji"": '🚦'}]"
2020-0206-101736-064966,"[{""phrase"": ""cars driving down city street"", ""emoji"": 🚗}, {""phrase"": ""white van driving in traffic"", ""emoji"": 🚐}, {""phrase"": ""vehicles in motion on multi-lane road"", ""emoji"": 🚗}, {""phrase"": ""cars and buildings on city street"", ""emoji"": 🏙️}, {""phrase"": ""vehicles moving in urban environment"", ""emoji"": 🚌}]"
2020-0228-150133-002591,"[{""phrase"": ""white truck driving down city street"", ""emoji"": ""🚚""}, {""phrase"": ""pedestrians carrying handbags on sidewalk"", ""emoji"": ""👜""}, {""phrase"": ""bicycle parked on city street side"", ""emoji"": ""🚴""}, {""phrase"": ""white van following delivery truck"", ""emoji"": ""🚐""}, {""phrase"": ""people walking on city street sidewalk"", ""emoji"": ""🚶""}]"
2020-0226-101332-029767,"[{""phrase"": ""truck driving on right side of road"", ""emoji"": '🚚'}, {""phrase"": ""car moving on left side of road"", ""emoji"": '🚗'}, {""phrase"": ""vehicles navigating city streets"", ""emoji"": '🚗'}, {""phrase"": ""truck and car in urban environment"", ""emoji"": '🏙️'}, {""phrase"": ""cars driving past modern building"", ""emoji"": '🏢'}]"
2020-0127-132751-022458,"[{""phrase"": ""cars driving down city street"", ""emoji"": '🚗'}, {""phrase"": ""people and cars in city traffic"", ""emoji"": '🚶'}, {""phrase"": ""van and cars on busy city street"", ""emoji"": '🚐'}, {""phrase"": ""trees lining city street with traffic"", ""emoji"": '🌳'}, {""phrase"": ""pedestrians and vehicles in city"", ""emoji"": '🚗'}]"
2020-0218-103119-051106,"[{""phrase"": ""DHL truck parked on city street"", ""emoji"": ""🚚""}, {""phrase"": ""large truck on busy urban road"", ""emoji"": ""🚚""}, {""phrase"": ""commercial vehicle on city road"", ""emoji"": ""🚚""}, {""phrase"": ""cars and bus passing DHL truck"", ""emoji"": ""🚌""}, {""phrase"": ""DHL delivery truck in city"", ""emoji"": ""📦""}]"
2020-0210-101957-019937,"[{""phrase"": ""motorcycle and car moving on one way street"", ""emoji"": 🚗}, {""phrase"": ""vehicles and pedestrians on busy city street"", ""emoji"": 🚶}, {""phrase"": ""car and motorcycle in motion on urban road"", ""emoji"": 🚲}, {""phrase"": ""people and vehicles on commercial street"", ""emoji"": 🏙️}, {""phrase"": ""motorcycle and car traveling on city street"", ""emoji"": 🛣️}]"
titan-clip_438_000018,"[{""phrase"": ""people walking on city street"", ""emoji"": ""🚶‍♂️""}, {""phrase"": ""cars driving down busy street"", ""emoji"": ""🚗""}, {""phrase"": ""truck driving on urban street"", ""emoji"": ""🚚""}, {""phrase"": ""people carrying backpacks on sidewalk"", ""emoji"": ""🎒""}, {""phrase"": ""cars and people on commercial street"", ""emoji"": ""🏙️""}]"
2020-0217-110854-025821,"[{""phrase"": ""white bus driving through tunnel"", ""emoji"": ""🚌""}, {""phrase"": ""bus speeding on highway"", ""emoji"": ""🚗""}, {""phrase"": ""bus traveling in concrete tunnel"", ""emoji"": ""🚧""}, {""phrase"": ""white bus on highway road"", ""emoji"": ""🚗""}, {""phrase"": ""bus driving in dark tunnel"", ""emoji"": ""💡""}]"
2020-0203-154554-051580,"[{""phrase"": ""cars and trucks moving on city street"", ""emoji"": 🚚}, {""phrase"": ""vehicles navigating road under overpass"", ""emoji"": 🚗}, {""phrase"": ""trucks driving on city road in background"", ""emoji"": 🚛}, {""phrase"": ""cars moving in both directions on road"", ""emoji"": 🚗}, {""phrase"": ""vehicles obeying traffic signals on city street"", ""emoji"": 🚦}]"
2020-0212-102546-074074,"[{""phrase"": ""construction vehicle being transported"", ""emoji"": '🚧'}, {""phrase"": ""people moving heavy equipment"", ""emoji"": '💪'}, {""phrase"": ""cars passing construction vehicle"", ""emoji"": '🚗'}, {""phrase"": ""crew moving road roller"", ""emoji"": '🚧'}, {""phrase"": ""operators transporting heavy machinery"", ""emoji"": '🛠️'}]"
2020-0205-103411-118416,"[{""phrase"": ""cars driving down city street"", ""emoji"": '🚗'}, {""phrase"": ""truck navigating urban street"", ""emoji"": '🚚'}, {""phrase"": ""trees lining city street"", ""emoji"": '🌳'}, {""phrase"": ""vehicles crossing bridge"", ""emoji"": '🌉'}, {""phrase"": ""cars moving under pedestrian overpass"", ""emoji"": '🚶'}]"
2020-0204-103442-026654,"[{""phrase"": ""cars moving on city street"", ""emoji"": '🚗'}, {""phrase"": ""cars and trees on city street"", ""emoji"": '🌳'}, {""phrase"": ""cars driving past city buildings"", ""emoji"": '🏢'}, {""phrase"": ""cars in motion on urban street"", ""emoji"": '🚗'}, {""phrase"": ""city street with cars and greenery"", ""emoji"": '🌳'}]"
2020-0220-102630-028364,"[{""phrase"": ""white car and motorcycle moving together"", ""emoji"": '🚗'}, {""phrase"": ""motorcycle passing car on city street"", ""emoji"": '🚲'}, {""phrase"": ""cars and motorcycle on busy urban street"", ""emoji"": '🚗'}, {""phrase"": ""pedestrian and vehicles on city street"", ""emoji"": '🚶'}, {""phrase"": ""cars and motorcycles near traffic light"", ""emoji"": '🚦'}]"
2020-0131-103016-010591,"[{""phrase"": ""black sedan moving on city street"", ""emoji"": 🚗}, {""phrase"": ""green truck driving on urban road"", ""emoji"": 🚚}, {""phrase"": ""pedestrians carrying handbags on sidewalk"", ""emoji"": 👜}, {""phrase"": ""motorcycle riding on busy city street"", ""emoji"": 🛵}, {""phrase"": ""people walking on city street with buildings"", ""emoji"": 🏙️}]"
2020-0129-105040-029495,"[{""phrase"": ""car driving through tunnel"", ""emoji"": 🚗}, {""phrase"": ""car moving in tunnel"", ""emoji"": 🚗}, {""phrase"": ""tunnel with car inside"", ""emoji"": 🚧}, {""phrase"": ""car in motion in tunnel"", ""emoji"": 🚗}, {""phrase"": ""car passing through tunnel"", ""emoji"": 🚗}]"
2020-0228-150133-037253,"[{""phrase"": ""blue car driving on city street"", ""emoji"": 🚗}, {""phrase"": ""white truck on left side of road"", ""emoji"": 🚚}, {""phrase"": ""trees lining urban city street"", ""emoji"": 🌳}, {""phrase"": ""vehicles driving past city buildings"", ""emoji"": 🏙️}, {""phrase"": ""cars and pedestrians in city setting"", ""emoji"": 🚶}]"
2020-0212-150403-002812,"[{""phrase"": ""cars parked on city street"", ""emoji"": ""🚗""}, {""phrase"": ""SUV parked near white car"", ""emoji"": ""🚐""}, {""phrase"": ""trees lining city street"", ""emoji"": ""🌳""}, {""phrase"": ""traffic lights on city road"", ""emoji"": ""🚦""}, {""phrase"": ""buildings on urban street"", ""emoji"": ""🏢""}]"
2020-0217-110854-046566,"[{""phrase"": ""black Toyota van on suburban street"", ""emoji"": 🚗}, {""phrase"": ""trees lining suburban street"", ""emoji"": 🌳}, {""phrase"": ""white van parked down street"", ""emoji"": 🚐}, {""phrase"": ""van with license plate 777"", ""emoji"": 📝}, {""phrase"": ""vehicles parked on residential street"", ""emoji"": 🛣️}]"
titan-clip_306_000876,"[{""phrase"": ""pedestrians walking on cobblestone street"", ""emoji"": '🚶‍♂️'}, {""phrase"": ""cars and trucks in motion on street"", ""emoji"": '🚚'}, {""phrase"": ""people carrying handbags and backpacks"", ""emoji"": '👜'}, {""phrase"": ""vehicles driving on cobblestone road"", ""emoji"": '🚗'}, {""phrase"": ""people standing on city street sidewalk"", ""emoji"": '👥'}]"
2020-0225-102455-029957,"[{""phrase"": ""black SUV driving on right side"", ""emoji"": 🚗}, {""phrase"": ""police car following SUV on left side"", ""emoji"": 👮}, {""phrase"": ""SUV and police car on busy city street"", ""emoji"": 🌆}, {""phrase"": ""vehicles moving on multiple lanes"", ""emoji"": 🚗}, {""phrase"": ""pedestrians walking near buildings"", ""emoji"": 🏢}]"
2020-0225-102455-023420,"[{""phrase"": ""car driving down city street"", ""emoji"": 🚗}, {""phrase"": ""bicycle riding alongside car"", ""emoji"": 🚴}, {""phrase"": ""pedestrians walking on city sidewalk"", ""emoji"": 👥}, {""phrase"": ""trees lining urban street"", ""emoji"": 🌳}, {""phrase"": ""bicycle riding next to silver car"", ""emoji"": 🚗}]"
titan-clip_1190_000498,"[{""phrase"": ""pedestrians walking on city sidewalk"", ""emoji"": '🚶‍♂️'}, {""phrase"": ""people navigating busy city street"", ""emoji"": '🗺️'}, {""phrase"": ""individuals walking in commercial district"", ""emoji"": '🏙️'}, {""phrase"": ""people dressed casual in city environment"", ""emoji"": '👕'}, {""phrase"": ""pedestrians moving in front of advertisements"", ""emoji"": '📺'}]"
titan-clip_178_000018,"[{""phrase"": ""pedestrians walking along city sidewalk"", ""emoji"": '🚶‍♂️'}, {""phrase"": ""cars and truck moving on city street"", ""emoji"": '🚚'}, {""phrase"": ""people walking in groups on sidewalk"", ""emoji"": '👥'}, {""phrase"": ""vehicles parked along city street"", ""emoji"": '🅿️'}, {""phrase"": ""buildings lining city street corridor"", ""emoji"": '🏢'}]"
2020-0227-104226-057803,"[{""phrase"": ""car driving down urban street"", ""emoji"": '🚗'}, {""phrase"": ""car in motion on city road"", ""emoji"": '🚗'}, {""phrase"": ""buildings on both sides of street"", ""emoji"": '🏢'}, {""phrase"": ""car traveling through residential area"", ""emoji"": '🚗'}, {""phrase"": ""vehicle moving on commercial street"", ""emoji"": '🚗'}]"
titan-clip_8_000084,"[{""phrase"": ""people walking on city street"", ""emoji"": ""🚶""}, {""phrase"": ""bicycles parked on sidewalk"", ""emoji"": ""🚴""}, {""phrase"": ""people standing in front of shops"", ""emoji"": ""🛍️""}, {""phrase"": ""vehicles driving on city street"", ""emoji"": ""🚌""}, {""phrase"": ""pedestrians waiting at crosswalk"", ""emoji"": ""⛔️""}]"
2020-0207-151349-076042,"[{""phrase"": ""rusted truck driving on city street"", ""emoji"": '🚚'}, {""phrase"": ""truck transporting goods on busy road"", ""emoji"": '📦'}, {""phrase"": ""cars and trucks moving on multi-lane road"", ""emoji"": '🚗'}, {""phrase"": ""pedestrians walking on city sidewalk"", ""emoji"": '🚶'}, {""phrase"": ""large truck servicing city area"", ""emoji"": '🛠️'}]"
2020-0205-152530-039108,"[{""phrase"": ""people walking on sidewalk in Japan"", ""emoji"": '👥'}, {""phrase"": ""cars driving on right side of road"", ""emoji"": '🚗'}, {""phrase"": ""bus moving in city traffic"", ""emoji"": '🚌'}, {""phrase"": ""large clock tower with police sign"", ""emoji"": '🕰️'}, {""phrase"": ""vehicles passing in front of buildings"", ""emoji"": '🚚'}]"
2020-0227-104226-015477,"[{""phrase"": ""truck parked on city street"", ""emoji"": '🚚'}, {""phrase"": ""pedestrians walking on city sidewalk"", ""emoji"": '🚶‍♀️'}, {""phrase"": ""cars and bus in busy traffic"", ""emoji"": '🚌'}, {""phrase"": ""truck waiting for loading operation"", ""emoji"": '📦'}, {""phrase"": ""people commuting on city street"", ""emoji"": '🚗'}]"
2020-0218-103119-009447,"[{""phrase"": ""truck driving down city street"", ""emoji"": '🚚'}, {""phrase"": ""bicyclist riding alongside truck"", ""emoji"": '🚴'}, {""phrase"": ""trees lining urban street"", ""emoji"": '🌳'}, {""phrase"": ""delivery truck in motion"", ""emoji"": '🚚'}, {""phrase"": ""bicyclist riding in city"", ""emoji"": '🚴'}]"
2020-0220-102630-012005,"[{""phrase"": ""cars driving down city street"", ""emoji"": ""🚗""}, {""phrase"": ""trees lining city street"", ""emoji"": ""🌳""}, {""phrase"": ""vehicles moving in urban environment"", ""emoji"": ""🚌""}, {""phrase"": ""cars moving on street with tall buildings"", ""emoji"": ""🏙️""}, {""phrase"": ""diverse vehicles on city road"", ""emoji"": ""🚚""}]"
titan-clip_722_000090,"[{""phrase"": ""cars driving down city street"", ""emoji"": 🚗}, {""phrase"": ""people walking on city sidewalk"", ""emoji"": 👣}, {""phrase"": ""cars and pedestrians on city street"", ""emoji"": 🚶}, {""phrase"": ""vehicles moving on wide city street"", ""emoji"": 🚌}, {""phrase"": ""pedestrians walking past modern buildings"", ""emoji"": 🏢}]"
titan-clip_1124_000066,"[{""phrase"": ""car parked on city street"", ""emoji"": '🚗'}, {""phrase"": ""bicycle and motorcycle on city street"", ""emoji"": '🚴'}, {""phrase"": ""pedestrian on residential street"", ""emoji"": '🚶'}, {""phrase"": ""car with buildings in background"", ""emoji"": '🏢'}, {""phrase"": ""urban street with various vehicles"", ""emoji"": '🚌'}]"
2020-0204-150838-054613,"[{""phrase"": ""traffic lights displaying green signal"", ""emoji"": '🚦'}, {""phrase"": ""road markings on urban street"", ""emoji"": '🚧'}, {""phrase"": ""buildings and bridge in background"", ""emoji"": '🌆'}, {""phrase"": ""lane markings on city road"", ""emoji"": '🚗'}, {""phrase"": ""crosswalks on city street"", ""emoji"": '🚶‍♀️'}]"
2020-0129-144857-049102,"[{""phrase"": ""large truck driving on road"", ""emoji"": ""🚚""}, {""phrase"": ""truck passing apartment complex"", ""emoji"": ""🏢""}, {""phrase"": ""Nippon Express truck on urban road"", ""emoji"": ""🚚""}, {""phrase"": ""white truck driving on right side"", ""emoji"": ""🚗""}, {""phrase"": ""truck moving on suburban road"", ""emoji"": ""🚚""}]"
